name,name_variants,tier,mentors,promise,audience_nicho,deliveries,social_proof,page_number,is_ai,ai_relevance,ai_notes,attendees_with_club_field,members_count,guests_count,family_table_count,pista_premium_count,arquibancada_count
CLUB V.E.R,Club V.E.R.,bronze,Edu Mariano Jr,"Mais do que uma mentoria, o CLUB V.E.R. é um ecossistema exclusivo para donos de escritórios de advocacia que desejam modernizar suas operações, crescer de forma estruturada e construir empresas jurídicas preparadas para o futuro. O CLUB V.E.R. é para Advogados experientes e donos de escritórios consolidados.",jurídico,ENCONTROS: Encontros coletivos online mensais + 1 imersão presencial por ano. | WHATSAPP: Grupo exclusivo para acompanhamento e trocas. | PLATAFORMA: Plataforma com acesso à metodologia. | ACOMPANHAMENTO: Encontros individuais.,,118,False,none,,8,0,8,3,0,5
CLUBE DE MENTORES,,bronze,Cristiano Ferreira,Clube para Advogados.,jurídico,ENCONTROS: Encontros on-line e presenciais,socios=50 sócios advogados mentores,116,False,none,,0,0,0,0,0,0
CLUBE DE SUCESSO,Clube de Sucesso,bronze,Renato de Saldanha,"Liderado por Renato de Saldanha, o Clube de Sucesso é o primeiro hub a integrar Pessoas, Conhecimento e IA em um único ecossistema para experts, mentores e empresários que desejam estruturar negócios previsíveis, lucrativos e escaláveis. Em 90 dias, instala cockpit central, processos comerciais com automações inteligentes, agentes de IA e operação autônoma.",educação / mentores,"PLATAFORMA EXCLUSIVA: Hub digital com toda a metodologia do Clube de Sucesso organizada em trilhas progressivas | GRUPO VIP NO WHATSAPP: Comunidade com Renato de Saldanha e membros, focada em networking, direcionamentos e troca de experiências. | INTELIGÊNCIA ARTIFICIAL: Agentes de IA para leads, follow-up e otimização comercial, com tutor 24/7 | ADVISOR MEETING 1:1 TRIMESTRAL: Reunião com Renato para análise estratégica, ajustes e definição dos próximos passos.",indicador=+R$28 milhões gerados em novos negócios | indicador=milhões gerados em novos negócios | indicador=+288 lançamentos executados | indicador=+10 anos de atuação no mercado digital,117,False,adjacent,"menciona inteligência artificial no texto, sem ser o núcleo do clube",4,2,2,1,0,3
CLUBE DO AUTOR PALESTRANTE,Clube do Autor Palestrante,bronze,Anderson Cavalcante,"O Clube do Autor Palestrante é uma mentoria conduzida por Anderson Cavalcante, criada para profissionais e empresários que desejam transformar sua experiência em livro publicado, palestras bem posicionadas e autoridade no mercado. Desenvolva seu posicionamento para escalar seu faturamento e criar oportunidades reais de dominar o seu mercado.",educação / mentores,"ENCONTROS ONLINE: Quinzenais em formatos de aulas e de hotseats de perguntas e respostas | ENCONTROS PRESENCIAIS: Ao longo de um ano você terá 2 encontros presenciais | CONSULTORIA DE PALESTRAS: Você terá uma consultoria individualizada de 6 sessões para criar, melhorar e vender sua palestra | CONCURSO INTERNO: Concurso de palestras onde o vencedor palestra no Japão com tudo pago. Iniciando sua carreira internacional",indicador=+270 milhões de livros vendidos | indicador=milhões de livros vendidos | indicador=+4000 palestras negociadas | indicador=palestras negociadas | indicador=+57 best sellers | indicador=best sellers | indicador=sellers,113,False,none,,7,3,4,5,0,2
CLUBE LUX,Clube Lux,bronze,Daves Davoli,"O ClubeLux é o ambiente estratégico para líderes do varejo óptico que querem escalar. Mentoria com nomes de peso, estratégias usadas pelas maiores redes do mundo e networking nacional e internacional para acelerar resultados. Crescimento real para quem pensa grande.",educação / mentores,ENCONTROS: 3 encontros presenciais de 2 dias + 1 encontro presencial Internacional + 18 encontros online | PLATAFORMA: de vídeos online | WHATSAPP: Grupo exclusivo no WhatsApp | TREINAMENTOS: 6 treinamentos anuais para as equipes dos varejistas,socios=32 sócios | unidades=200 lojas,114,False,none,,17,8,9,2,2,13
CMN BUSINESS,CMN Business,bronze,Suelio Nunes,"O CMN Business é um hub criado para reunir empresários que desejam crescer com estratégia, construir alianças e estruturar seus negócios com inteligência. Nosso objetivo é conectar empresários a conhecimento prático, networking qualificado e oportunidades reais de crescimento empresarial, aumento de vendas e expansão patrimonial.",educação / mentores,ENCONTROS: 3 encontros presenciais exclusivos e 9 encontros online ao longo do ano | PLATAFORMA: Acesso à plataforma premium de conteúdos | WHATSAPP: Grupo exclusivo no WhatsApp para networking e negócios,indicador=+100 empresários atendidos por ano | indicador=+1 bilhão movimentado em negócios nos últimos anos | indicador=+12 anos ajudando empresários a crescer,122,False,none,,19,9,10,5,0,14
CONNECTION CLUB,Connection Club,bronze,Whill Silva,"Clube para empresários do varejo óptico que desejam escalar seus negócios com base na jornada do Empreendedor Visionário. Com 19 anos de experiência, Whill Silva lidera temas como Marketing, Vendas, Liderança, Gestão e Equity, guiando os membros da visão ao legado com estratégia, comunidade e resultado real.",vendas,ENCONTROS: 3 Encontros Experience de 2 dias + 9 Encontros Online Exclusivo para Sócios | TREINAMENTOS: Treinamentos Mensais Online para Time de Sócios | WHATSAPP: Grupo Exclusivo no WhatsApp | ACESSO: a Ferramentas e Tecnologias para acelerar seus Resultados,indicador=Primeiro Ecossistema do Ramo | indicador=Ecossistema do Ramo Óptico | indicador=do Ramo Óptico Nacional. | indicador=Óptico Nacional. | indicador=Nacional.,120,False,none,,66,6,60,4,17,45
CREDI+ CLUB,Credi+ Club,bronze,Denny Roger | Marco Sousa | Jorge Azevedo,"Credi+ Club é para grandes empresas com exposição relevante em crédito e contas a receber, que desejam modernizar a operação financeira e reduzir o risco cibernético.",finanças / investimentos,"ENCONTROS: 2 encontros presenciais | FERRAMENTAS: Acesso a ativos de produtividade financeira. | EXPERIÊNCIAS: Visitas às operações de líderes do mercado em inovação financeira. | ACOMPANHAMENTO: Sessões quinzenais sobre crédito, cobrança e cibersegurança.","indicador=+ 100 milhões de impacto no ebitda | indicador=milhões de impacto no ebitda | indicador=Top 1 LinkedIn voice | indicador=+80 alavancas de valor em crédito, cobrança e cyber",125,False,none,,3,0,3,3,0,0
CRESCIMENTO4U,Crescimento4U,bronze,Gustavo Caletti | Caio Barbosa,Nosso propósito é transformar empresários em protagonistas de verdadeiras revoluções. Focado em empresários contábeis e especialistas que querem escalar seus negócios com estratégia.,contábil,ENCONTROS: 3 encontros presenciais exclusivos | PLATAFORMA: Acesso à plataforma exclusiva | MENTORIA: 12h de Mentoria exclusiva presencial ou online + em grupo,socios=15 bi de gestão de patrimônio de clientes dos sócios | socios=gestão de patrimônio de clientes dos sócios | socios=6.000 conexões com as empresas clientes dos sócios | socios=conexões com as empresas clientes dos sócios | indicador=90.000 pessoas impactadas diretamente | indicador=pessoas impactadas diretamente,123,False,none,,71,9,62,5,14,52
DBC,DBC Mentory,bronze,Kariny Werle,"Pare de trabalhar como profissional. Comece a liderar como empresário. O DBC ajuda clínicas e consultórios a construírem lucro, previsibilidade e crescimento sustentável através de gestão, vendas e liderança aplicadas à realidade da saúde.",medicina / saúde,"ENCONTROS: 2 encontros presenciais por ano + Encontros coletivos online quinzenais | PLATAFORMA: Ferramentas, mapas e métodos replicáveis. Materiais estratégicos para gestão de pessoas, financeiro e vendas | WHATSAPP: Grupo exclusivo com mentores e CEOs. Suporte contínuo, objetivo e estratégico | IMERSÕES / EXPERIENCE: Role Play real de vendas, comunicação, objeções e posicionamento. Construção guiada de processos, modelo de",socios=28 membros ativos | socios=membros ativos +30% | mentorados=+30% na lucratividade dos mentorados em 1 mês | indicador=+1.5 milhões faturados em vendas de mentoria | indicador=milhões faturados em vendas de mentoria em 60 dias | indicador=+25 anos de atuação no mercado 127,127,False,none,,37,6,31,4,8,25
DELIVERY CLUB,Delivery Club,bronze,João Barcelos,"João Barcelos, Especialista número 1 em Delivery no Brasil, criou o Delivery Club para reunir grandes empresários do setor de alimentação e contribuir com o crescimento do mercado através da educação.",educação / mentores,ENCONTROS: 3 encontros presenciais ao longo do ano com 2 dias de encontro + 3 encontros em grupo por mês | EXCLUSIVO: experiências trimestrais | WHATSAPP: grupo no WhatsApp com mentores,socios=+30 sócios no grupo | socios=sócios no grupo | indicador=+3000 deliverys impactados | faturamento=+500 milhões faturamento total do grupo | faturamento=milhões faturamento total do grupo,129,False,none,,48,5,43,4,12,32
DENTISTA DE ALTO VALOR,Dentista de Alto Valor,bronze,Victor Nastri | Julia Ferreri,"Para dentistas e profissionais da harmonização que decidiram se tornar empresários. O programa desenvolve habilidades que vao além da técnica como posicionamento, marketing, vendas, gestão e liderança. Construindo um negócio sólido, lucrativo, escalável e reconhecido com previsibilidade e autoridade no mercado",odontologia,"ENCONTROS: semanais on-line + 3 eventos presenciais de 2 dias por ano + 1 encontro individual | PLATAFORMA: personalizada com metodologia, conteúdos e materiais | WHATSAPP: Grupo exclusivo no WhatsApp | EXPERIÊNCIA: de dentista para dentista",mentorados=+30 mentorados | indicador=+150 milhões faturados com metodologia | indicador=milhões faturados com metodologia | mentorados=+18 mil alunos,128,False,none,,23,12,11,1,3,19
DOC EVOLUTION,Doc Evolution,bronze,Juliana Matos | Cristina Gonçalves | Alessandra Garlera,"Mentoria com foco em vendas, liderança e gestão para profissionais da área da saúde e empresários, através de uma Jornada de Ação e Crescimento que vai te levar a realizar ações que acelerarão seus resultados através de vendas ativas, implementação de uma cultura empresarial de resultado, e modelo de negócio lucrativo.",medicina / saúde,ENCONTROS: Encontro presencial + Encontro online individual e em grupo | PLATAFORMA: Plataforma exclusiva com a gravação dos encontros ao vivo | WHATSAPP: Grupo de WhatsApp com todos os membros e as mentoras | ACOMPANHAMENTO: Acompanhamento individualizado com as mentoras,indicador=+ 10 anos como mentoras empresariais | indicador=anos como mentoras empresariais | indicador=+6 mil líderes empresariais atendidos | indicador=líderes empresariais atendidos,124,False,none,,9,6,3,3,1,5
DPV CLUB,DPV Club,bronze,Paulo Vinícius,"Para dentistas que desejam evoluir como líderes, crescer nos negócios, aumentar autoridade e escalar resultados. Uma comunidade premium, estratégica e empreendedora. Abordamos branding, gestão, posicionamento e influência. A entrega: evolução real e lucrativa.",odontologia,"ENCONTROS: 3 encontros presenciais, 12 encontros individuais e 24 em grupo por ano | PLATAFORMA: personalizada com todos os conteúdos e materiais extras | WHATSAPP: grupo de WhatsApp direcionado e ativado pelo mentor | CLUBES DE DESENVOLVIMENTO: de novos produtos e negócios.",faturamento=+80 milhões de faturamento no grupo | faturamento=milhões de faturamento no grupo | socios=+50 sócios no grupo | colaboradores=+200 mil colaboradores impactados,130,False,none,,8,4,4,2,6,0
EDUCATION SOCIETY CLUBE,,bronze,Faby Leite | Francelino Neto,"A mentoria é um HUB de aceleração de negócios criado por Francelino Neto e Fabiana Leite após construírem um ecossistema que faturou mais de 100MM nos últimos 4 anos, com o objetivo de expandir 10x mais empresas através da educação.",educação / mentores,ENCONTROS: 2 encontros presenciais no ano | WHATSAPP: Grupo exclusivo no whatsapp para networking com sócios e mentores | EXPERIENCIAS: Experiências exclusivas,indicador=bilhões movimentados em todo o ecossistema | socios=+55 sócios no grupo | socios=sócios no grupo,137,False,none,,0,0,0,0,0,0
EDUCAÇÃO EMPRESARIAL PARA DENTISTAS,,bronze,Cacá Godoy | Kelly Godoy,"A EED é uma mentoria para dentistas que querem transformar sua clínica em uma empresa lucrativa e organizada. Unimos estratégia, processos, gestão, finanças, vendas, treinamento de times e liderança para formar dentistas empresários, capazes de crescer estruturados em método, visão e liberdade.",odontologia,ENCONTROS: 2 encontros presenciais + encontros online individuais e em grupo | PLATAFORMA: Conteúdos gravados disponíveis na plataforma. | WHATSAPP: grupo exclusivo com os mentores para acompanhamento e trocas diárias.,indicador=+20 anos de experiência compartilhada | unidades=+50 clínicas impactadas | mentorados=90% dos mentorados melhoram resultados em menos de 3 meses,132,False,none,,0,0,0,0,0,0
ELEVARE GROUP,Elevare Group,bronze,Içara Bajadares,Elevare: o clube exclusivo que ELEVA SUA AUTORIDADE E IMPULSIONA O SUCESSO DO SEU NEGÓCIO. Unimos a força de Mastermind (grupo de pares) e Mentoria (orientação de especialistas) para empresários que buscam crescimento e expansão. Içara Bajadares e mentores guiam na construção de autoridade e estratégias eficientes para resultados empresariais duradouros.,educação / mentores,"ENCONTROS: 08 híbridos + 03 online + 03 presenciais nacionais durante o ano | TUTORIAIS: Encontros itinerantes nos principais centros econômicos do Brasil, conectando conhecimento e networking estratégico | EXCLUSIVIDADE: Mentoria individual para criar planos de ação estratégicos alinhados aos OKRs do negócio | EXPERIÊNCIAS: Grupo exclusivo com todos os membros e os mentores",indicador=+36 mil conexões ativas em todo o Brasil | indicador=conexões ativas em todo o Brasil | indicador=+1.000 negócios conectados em um mesmo | indicador=negócios conectados em um mesmo ecossistema | indicador=+5.000 empresários aprimorados em soluções | indicador=empresários aprimorados em soluções empresariais,133,False,none,,19,12,7,2,17,0
ELITE PREMIUM,Elite Premium,bronze,Querobin | Kennedy,"Para empreendedores que recusam ser amadores. Aqui formamos empresários de verdade, prontos para escalar com inteligência, estrutura e lucro. A jornada é de alta performance: vendas, gestão, IA e mentalidade. A promessa? Transformar negócios comuns em máquinas que crescem e prosperam.",educação / mentores,ENCONTROS: 4 encontros online por mês e 1 encontro presencial de dois dias por ano | ACOMPANHAMENTO: personalizado | WHATSAPP: Acompanhamento individual pelo WhatsApp,socios=+R$200 milhões gerados pelos membros | socios=milhões gerados pelos membros | mentorados=145 mentorados Presente | indicador=Presente em todos os estados | indicador=em todos os estados do país | indicador=os estados do país | indicador=do país,134,False,adjacent,"menciona IA como pilar/ferramenta, não como tese",87,15,72,3,36,48
ELOCLUB,EloClub,bronze,Alderito Assis | Thiago Quintana,"O ELOCLUB é um ecossistema premium para advogados que já têm equipe e querem escalar seus escritórios com visão empresarial, processos eficientes e liderança estratégica. Mais que um método, é uma comunidade prática e de alto nível, com conexões e foco em lucro, liberdade e legado.",jurídico,ENCONTROS: 2 encontros presenciais e 48 encontros online ao ano | PLATAFORMA: plataforma exclusiva com todos os encontros gravados e uma trilha de aprendizado da metodologia | WHATSAPP: grupos exclusivos | DIAGNÓSTICO INDIVIDUAL: mapeamento do escritório + plano de ação personalizado,faturamento=+100 milhões de faturamento total do grupo | faturamento=milhões de faturamento total do grupo | socios=+45 membros no grupo | indicador=+700 profissionais treinados,135,False,none,,28,5,23,5,14,9
ESCALADOC,Escala Doc,bronze,Marcelo Protásio | Guilhermino Nogueira,"Mentoria para médicos que desejam escalar faturamento com ética e previsibilidade. Voltada a profissionais que querem estruturar linhas de cuidado, programas de acompanhamento e vendas consultivas. Comunidade de médicos ambiciosos e colaborativos. Aprende posicionamento, prospecção, marketing e gestão. Promessa: transformar consultório em negocio lucrativo.",medicina / saúde,ENCONTROS: 2 encontros presenciais no ano | EXPERIENCIAS: Experiencias exclusivas | WHATSAPP: Grupo exclusivo de Whatsapp,"faturamento=+1,5 bilhão de faturamento em 3 meses | faturamento=bilhão de faturamento em 3 meses | mentorados=+25 mentorados em 3 meses | mentorados=mentorados em 3 meses",136,False,none,,21,16,5,3,8,10
EXECUTE,Execute,bronze,Andressa Prestes,"Para líderes, empresários e executivos experientes que já têm resultados, mas querem elevar autoridade e margem com posicionamento estratégico. Área: comunicação, posicionamento e arquitetura de autoridade. Comunidade estratégica, executora e madura. Trabalhamos clareza, narrativa, método e presença. Promessa: ocupar lugar de referência também no digital.",educação / mentores,ENCONTROS: 3 Encontros presenciais por ano + 6 encontros individuais | HOT SEAT: Mensal + Plantões de dúvidas quinzenais Online | EXPERIÊNCIAS: especiais além da agenda de encontros com convidados | WHATSAPP: Grupo Exclusivo no Whatsapp,mentorados=+400 mentorados impactados | socios=+ 50 membros ativos | faturamento=+2 milhões de faturamento | faturamento=milhões de faturamento,138,False,none,,21,6,15,3,3,15
FOODCLUB,,bronze,Norma Waichert | Thiago Lupatini,"O FoodClub é um programa intensivo para empresários da alimentação que desejam escalar seus negócios por meio de vendas, gestão, liderança, marketing e modelo de negócios. O programa proporciona acesso a eventos, mentorias com especialistas, rodadas de negócios e uma rede de grandes líderes do setor.",educação / mentores,"ENCONTROS: 2 presenciais anuais, 24 online e 4 individuais | PLATAFORMA: Acesso a conteúdos gravados e materiais exclusivos | GRUPO EXCLUSIVO: Interação com membros, mentores e consultores | EXPERIÊNCIAS: Eventos especiais além da programação padrão",faturamento=+ 100 milhões de faturamento | faturamento=milhões de faturamento | socios=+ 30 membros ativos | indicador=+ 20 anos de experiência no setor,139,False,none,,0,0,0,0,0,0
FORTUNA CLUB,Fortuna Club,bronze,Igor Finger,"Clube focado na condução de empresário(a) nos ajustes para fazer mais dinheiro e aumentar o lucro do negócio. A partir da criação do Plano Fortuna, baseado no método 3Fs (fundamentos, financeiro e força motriz), quem integra o clube reconhece a fase do seu negócio e é orientado ao que fazer para aumentar receita, diminuir custo e aumentar o lucro.",medicina / saúde,ENCONTROS: 10 encontros online e 2 encontros presenciais; | PLANO FORTUNA: ações a serem feitas para geração de lucro; | WHATSAPP: grupo com estímulo em fazer novos negócios | ACESSO: Individualizado com Igor Finger,indicador=Único clube liderado por um doutor em | indicador=clube liderado por um doutor em psicologia para | indicador=+18 mil horas de atendimento,182,False,none,,18,4,14,4,8,6
GERAÇÕES CLUB,Gerações Club,bronze,Larissa Lopes | Norma Jean | Vinicius Firmino | Talita Lima Freitas,"Um ecossistema para empresas familiares que buscam perenidade, sucessão bem feita e conexão com os valores que importam. Cresça com estratégia e harmonia, fortalecendo sua empresa sem abrir mão da família, da qualidade de vida e da visão de futuro.",educação / mentores,ENCONTROS: 3 encontros presenciais de 2 dias por ano E 12 online em grupo | PLATAFORMA: online com acesso de onde e quando quiser | MENTORIA INDIVIDUAL: orientação exclusiva dos mentores para direção nos negócios | WHATSAPP: grupo exclusivo com os mentores e membros do clube,faturamento=+50 milhões de faturamento movimentado | faturamento=milhões de faturamento movimentado pelo grupo | socios=+45 sócios no grupo | indicador=+50% do grupo é composto pela geração Y e Z,141,False,none,,14,8,6,2,1,11
GMIND,GMind,bronze,Elcio Ghioto | Janaína Ghioto,"Ideal para empresários, executivos e famílias empreendedoras comprometidas com o crescimento sustentável e a construção de um legado duradouro. Focado no fortalecimento de famílias e negócios, aborda gestão e governança, cultura e espiritualidade, planejamento financeiro e tributário, inovação e sucessão empresarial. Promove alianças de excelência, mentoria de alto nível e alinhamento entre negócios e valores familiares, com a promessa de equilíbrio, expansão sustentável e impacto geracional.",contábil,PRESENCIAL: 4 encontros de 2 dias por ano | PLATAFORMA: plataforma exclusiva | WHATSAPP: grupo com todos os membros | ENCONTROS: 12 encontros online por mês,socios=+30 membros no clube | faturamento=+80 milhões de faturamento no grupo | faturamento=milhões de faturamento no grupo | indicador=dezenas de famílias impactadas,143,False,none,,22,5,17,4,2,16
GUIA-SE CLUB,Guia-se Club,bronze,Zé Rubens Oliva,"Mentoria para empreendedores inquietos que querem encontrar novos lucros em seus negócios através de criação de novos produtos, marketing e vendas. Nessa mentoria você encontra novos lucros escondidos.",educação / mentores,ENCONTROS: 3 encontros presenciais de 1 ou 2 dias ao longo do ano e encontros mensais online | PLATAFORMA: Plataforma com os encontros gravados | TREINAMENTO/SUPORTE: treinamento e suporte de marketing e IA para o time | WHATSAPP: Grupo exclusivo de WhatsApp,indicador=+100 milhões | indicador=milhões | socios=+30 sócios | socios=sócios | colaboradores=+300 colaboradores | colaboradores=colaboradores,145,False,adjacent,"menciona IA como pilar/ferramenta, não como tese",27,7,20,5,5,17
GUIAR BUSINESS,Guiar Business,bronze,Natally Azevedo,"Programa estratégico focado na estruturação de processos, capacitação de pessoas e construção de ecossistemas com múltiplas fontes de renda, que se destaca pela organização das empresas, fortalecimento de empresários e direcionamento eficaz, com retorno metrificado e clareza em cada ação, visando resultados concretos.",educação / mentores,ENCONTROS: 2 encontros prensenciais + 40 encontros online no ano | SOS: 3 Call SOS | WORKSHOPS: exclusivos | EXPERIÊNCIAS: Mapeamento empresarial com ferramentas exclusivas,indicador=+700 ecossistemas estruturados | indicador=+1 Bilhão faturados por novos ecossistemas | mentorados=90% dos mentorados tiveram ROI antes do 4 mes,144,False,none,,23,6,17,5,5,13
HARD SALES CLUB,Hard Sales Club,bronze,Paulo Kalim,"O Hard Sales Club é para empresários e mentores que vendem serviços de alto valor e querem escalar. Comunidade focada em estrutura do serviço, indicadores, canais, processos e times comerciais. Você será guiado para construir o processo comercial certo e praticar o maior ticket que seu negócio permite, vendendo mais e melhor, com previsibilidade e margem.",educação / mentores,ENCONTROS: 6 sessões individuais+ 24 sessões quinzenais online em grupo + 2 eventos presenciais. | ACOMPANHAMENTO: 6 treinamentos de vendas para o mentorado e o seu time comercial. | WHATSAPP: Contato direto com Paulo Kalim e com a comunidade HSC | PLATAFORMA: Ferramentas Exclusivas e gravação de todos os encontros.,"indicador=14 anos em vendas | indicador=+100 milhões em vendas high ticket geradas | indicador=milhões em vendas high ticket geradas | indicador=De vendedor a diretor comercial | indicador=a diretor comercial de Flávio Augusto, Caio Carneiro e Joel Jota | indicador=comercial de Flávio Augusto, Caio Carneiro e Joel Jota",149,False,none,,3,0,3,3,0,0
HIPER² CLUB,Hiper² Club,bronze,Vivi Távora,"O Hiper² Club é para mentores, especialistas, consultores e empresários que querem estruturar e amplificar sua mensagem. Durante o programa você constrói seu Conjunto de Obra: sistema de 10 livros que servem à venda, à entrega e à escala do seu negócio. É liderado por Vivi Távora, autora best-seller, criadora do método e do movimento que liberta mensagens.",educação / mentores,"ENCONTROS: 2 encontros presenciais por ano + encontros online semanais. | ACOMPANHAMENTO: 3 sessões individuais com a mentora Vivi Távora e acompanhamento contínuo. | CONSTRUÇÃO: Acompanhamento no desenvolvimento de 5 livros internos e 5 livros externos. | PLATAFORMA: Método Conjunto de Obra, gravações e mais de 10 ferramentas proprietárias.",socios=10 livros sendo criados por sócio | socios=+30 métodos de sócios no clube | indicador=+900 capítulos sendo escritos,151,False,none,,3,0,3,3,0,0
HOME CARE CLUB,Home Care Club,bronze,Mancussi | Fernando Carvalho | Gustavo,"O Home Care Club é um ecossistema de desenvolvimento empresarial criado para acelerar o crescimento e a profissionalização das empresas de Home Care no Brasil. Um espaço para fortalecer empresários, compartilhar experiências, construir negócios mais sólidos e elevar o nível de um setor que impacta diariamente pacientes, famílias e profissionais.",medicina / saúde,ENCONTROS: 3 Encontros presenciais de 2 dias + encontros semanais durante o ano | WHATSAPP: grupo exclusivo do whatsapp com todos os sócios e mentores | EXPERIÊNCIAS: experiências especiais além da agenda de encontros anuais | PLATAFORMA: Plataforma exclusiva com todos os encontros gravados,socios=+40 sócios no grupo | faturamento=+150 milhões de faturamento | faturamento=milhões de faturamento total do grupo | indicador=+15 estados representados,152,False,none,,2,1,1,2,0,0
HTA CLUB,HTA Club,bronze,Natasha Okada,"Um clube premium para empresários, profissionais liberais e mentores que desejam escalar seu faturamento através de vendas, marketing, gestão e modelo de negócios, com um método validado para criar, vender, entregar e escalar suas ofertas de alto valor, além da participação em um forte grupo para fortalecer networking e conexão espiritual.",educação / mentores,ENCONTROS: 2 encontros presenciais ao longo do ano e 24 encontros online (quinzenais) | ACOMPANHAMENTO: individualizado com Natasha Okada | WHATSAPP: grupo exclusivo de networking com todos os membros e mentores | PLATAFORMA: com conteúdo exclusivo da mentora,faturamento=+8 dígitos de faturamento movimentado | faturamento=dígitos de faturamento movimentado pelo grupo | faturamento=80% dos mentorados aumentaram seu faturamento em | socios=+ 35 membros no clube | socios=membros no clube,150,False,none,,2,0,2,0,0,2
IMPACTO CLUB,Impacto Club,bronze,Fabinho Nascimento | Arthur Aguiar,"Fabinho Nascimento e Arthur Aguiar, unem suas experiências para a criação de um ecossistema, onde os grandes se conectam para crescer juntos. Um clube de empresários é sobre ""acesso"". Acesso a pessoas, ideias, estratégias e oportunidades que não estão disponíveis em qualquer lugar. O impacto Club nasceu para formar líderes que fazem acontecer.",educação / mentores,ENCONTROS: 3 Encontros anuais com duração de 3 dias + 4 Imersões educacionais | HOTSEAT: com mentores | WHATSAPP: Grupo exclusivo de WhatsApp | EXCLUSIVO: Acesso a experiências exclusivas,faturamento=+150 milhões de faturamento total do grupo | faturamento=milhões de faturamento total do grupo | indicador=+100 empresas no grupo | indicador=empresas no grupo | indicador=+30 segmentos empresariais dentro do grupo | indicador=segmentos empresariais dentro do grupo,153,False,none,,132,29,103,5,46,81
IMPACTUS CLUB,Impactus Club,bronze,Cássio Raimundo,"Clube de mentoria para empresários que decidiram profissionalizar seus negócios. O DPV Club reúne donos comprometidos com crescimento real, performance e gestão estruturada. Trabalhamos estratégia, vendas, liderança, finanças e mentalidade. A promessa é transformar negócios em empresas organizadas, lucrativas e sustentáveis.",educação / mentores,ENCONTROS: 2 encontros presenciais e mais de 100 aulas ao vivo durante o ano | PLATAFORMA: Plataforma exclusiva com todos os encontros gravados | WHATSAPP: grupo exclusivo com todos os sócios e mentores | EXPERIÊNCIAS: Experiências especiais com cases de sucesso e encontros de network durante o ano,faturamento=+60 milhões em faturamento somado das | faturamento=milhões em faturamento somado das empresas no Club | colaboradores=Centenas de colaboradores impactados através das empresas | indicador=Dezenas de empresas ativas | indicador=empresas ativas | indicador=ativas 131 |,131,False,none,,107,20,87,5,35,67
IMPULSE CLUB,Impulse Club,bronze,Jonas Matos,"Clube de empresários multisetoriais que buscam crescimento acelerado, conexões estratégicas e uma mentalidade de alta performance. O Impulse é mais que um grupo — é um movimento de líderes que se impulsionam mutuamente a alcançar o extraordinário.",educação / mentores,"ENCONTROS: 3 imersões presenciais ao longo do ano + master classes mensais. | PLATAFORMA: exclusiva de mentorias gravadas. | WHATSAPP: Comunidade Exclusiva de WhatsApp | EXPERIÊNCIAS: Experiências especiais, além das agendas de encontros.",indicador=+ 25 anos do mentor empreendendo | indicador=do mentor empreendendo e assessorando empresários de variados | faturamento=+700 milhões de faturamento no grupo | faturamento=milhões de faturamento no grupo,158,False,none,,22,13,9,5,17,0
INEVITUS CLUB,Inevitus Club,bronze,Bruna Madrid | Danilo Vilar,"A INEVITUS reúne empresários, médicos, donos de clínicas e especialistas que buscam o próximo nível de crescimento. Por meio de posicionamento estratégico, vendas, liderança, gestão e educação executiva, ajudamos nossos membros a construir negócios mais lucrativos, previsíveis e escaláveis, tornando-se referência e inevitáveis em seus mercados.",medicina / saúde,ENCONTROS: 2 encontros presenciais durante o ano | WHATSAPP: grupo exclusivo com todos os sócios e mentores | ONLINE: 24 encontros em grupo online + mentoria bônus,"indicador=+600 empresários e profissionais atendidos pelos mentores | indicador=+10 mil vidas impactadas por mentorias, treinamentos e educação executiva | indicador=+10 milhões faturados pelos mentores no mercado de educação | indicador=milhões faturados pelos mentores no mercado de educação e mentorias",160,False,none,,35,15,20,4,6,25
INFLUÊNCIA MÉDICA,,bronze,Marcelo Kierszenbaum,"Mentoria para médicos que desejam assumir uma posição de destaque no mercado, construindo autoridade, influência e previsibilidade de faturamento. Ao longo do processo, o médico aprende a estruturar planos de acompanhamento multidisciplinar de alto valor, fortalecer seu posicionamento e presença profissional e desenvolver um modelo de negócio personalizado, desenhado individualmente ao lado do mentor para aumentar faturamento com clareza e consistência.",medicina / saúde,ENCONTROS: Encontros online com o mentor | PLATAFORMA: plataforma com aulas e acesso a ferramentas exclusivas | WHATSAPP: grupo exclusivo de WhatsApp | EXPERIÊNCIAS: Uma imersão presencial por ano,indicador=Centenas de médicos transformados | indicador=de médicos transformados | indicador=transformados,159,False,none,,0,0,0,0,0,0
